Year Month Day,Currently Index,Contrast,Fluctuation rate (%),Market indices,High index,Low index,Volume (thousand shares) - not including foreign shares,Volume (thousand shares) - including foreign shares,Trading value (W) - Without foreign share,Trading value (W) - With foreign share,IPO market capitalization (W) - Without foreign share,IPO market capitalization (W) - With foreign share
4/20/2015,"2,146.71",3.21,0.15,"2,126.55","2,146.73","2,126.55","505,899","509,037","7,075,197,838,722","7,095,217,095,092","1,338,794,200,675,940","1,340,100,490,139,470"
4/17/2015,"2,143.50",3.6,0.17,"2,142.72","2,144.76","2,134.10","461,648","464,627","6,325,368,600,564","6,344,547,293,364","1,336,969,303,527,610","1,338,322,786,246,380"
4/16/2015,"2,139.90",19.94,0.94,"2,134.14","2,139.90","2,125.54","473,979","476,420","7,301,575,311,850","7,320,104,352,655","1,334,000,562,121,110","1,335,363,965,731,440"
4/15/2015,"2,119.96",8.24,0.39,"2,114.56","2,122.72","2,110.25","448,145","451,397","7,360,926,315,607","7,378,687,166,477","1,321,624,067,930,590","1,322,955,333,118,000"
4/14/2015,"2,111.72",12.8,0.61,"2,101.76","2,111.73","2,095.97","641,375","648,846","8,008,594,559,872","8,051,715,360,762","1,317,135,552,047,600","1,318,448,528,043,130"
4/13/2015,"2,098.92",11.16,0.53,"2,094.10","2,099.97","2,088.82","558,525","561,806","7,000,208,576,349","7,020,312,581,359","1,309,338,440,887,270","1,310,679,791,597,640"
4/10/2015,"2,087.76",28.89,1.4,"2,066.32","2,089.09","2,065.39","655,853","658,383","6,397,290,139,277","6,414,643,138,667","1,302,272,568,790,380","1,303,644,134,911,780"
4/9/2015,"2,058.87",-0.39,-0.02,"2,060.30","2,064.46","2,054.17","527,423","529,862","6,025,085,401,091","6,045,590,807,251","1,284,136,720,329,290","1,285,499,571,160,410"
4/8/2015,"2,059.26",12.23,0.6,"2,048.75","2,060.19","2,046.09","548,548","552,684","6,488,871,102,394","6,518,067,861,794","1,284,791,744,890,130","1,286,164,640,086,360"
4/7/2015,"2,047.03",0.6,0.03,"2,059.05","2,059.09","2,043.79","434,078","436,233","4,839,793,941,029","4,861,154,190,654","1,276,754,093,918,410","1,278,076,420,299,130"
4/6/2015,"2,046.43",1.01,0.05,"2,049.87","2,055.45","2,043.26","457,226","460,493","4,744,797,125,084","4,769,017,585,579","1,275,638,290,777,130","1,276,962,028,548,380"
4/3/2015,"2,045.42",16.35,0.81,"2,035.83","2,045.94","2,031.27","494,617","498,636","4,499,776,993,849","4,527,545,857,289","1,274,211,868,787,240","1,275,569,667,993,300"
4/2/2015,"2,029.07",0.62,0.03,"2,036.90","2,040.45","2,028.22","650,452","655,864","5,957,238,956,845","6,006,832,327,505","1,264,121,757,793,310","1,265,451,082,241,670"
4/1/2015,"2,028.45",-12.58,-0.62,"2,035.40","2,039.04","2,024.64","527,716","542,801","5,280,486,776,310","5,386,245,334,740","1,263,830,507,890,630","1,265,134,362,720,910"
3/31/2015,"2,041.03",10.99,0.54,"2,042.31","2,046.90","2,032.24","545,814","555,933","5,321,432,250,633","5,367,292,429,963","1,271,143,533,450,380","1,272,317,323,155,590"
3/30/2015,"2,030.04",10.24,0.51,"2,026.60","2,033.27","2,018.12","437,096","439,556","4,452,067,337,733","4,465,390,088,653","1,263,634,314,869,470","1,264,850,793,280,540"
3/27/2015,"2,019.80",-2.76,-0.14,"2,026.75","2,027.25","2,016.88","446,006","448,964","5,093,869,988,965","5,110,738,872,310","1,257,574,499,372,650","1,258,779,522,028,080"
3/26/2015,"2,022.56",-20.25,-0.99,"2,027.20","2,036.70","2,019.51","339,600","342,261","5,139,530,810,879","5,154,957,074,274","1,258,792,347,167,110","1,260,042,046,128,830"
3/25/2015,"2,042.81",1.44,0.07,"2,043.16","2,046.97","2,038.14","421,630","423,409","5,095,917,196,491","5,109,071,344,966","1,271,419,577,631,840","1,272,663,589,873,590"
3/24/2015,"2,041.37",4.78,0.23,"2,035.08","2,041.77","2,028.54","327,391","328,834","4,650,763,364,581","4,664,615,992,026","1,269,649,458,924,330","1,270,912,536,653,580"
3/23/2015,"2,036.59",-0.65,-0.03,"2,043.22","2,043.92","2,032.35","312,877","314,897","4,671,828,204,006","4,686,339,811,831","1,266,746,975,633,310","1,267,982,784,206,140"
3/20/2015,"2,037.24",-0.65,-0.03,"2,037.13","2,040.00","2,027.81","350,063","351,732","5,183,640,013,482","5,195,223,309,507","1,266,988,581,779,120","1,268,219,950,391,110"
3/19/2015,"2,037.89",9.44,0.47,"2,047.13","2,047.13","2,031.07","466,381","468,284","5,785,444,560,129","5,799,016,805,094","1,267,902,062,005,370","1,269,130,013,899,240"
3/18/2015,"2,028.45",-1.46,-0.07,"2,032.19","2,036.13","2,026.72","359,422","362,009","5,372,357,427,102","5,388,525,500,302","1,261,952,110,530,330","1,263,191,047,716,330"
3/17/2015,"2,029.91",42.58,2.14,"1,998.26","2,029.91","1,997.27","353,560","356,554","5,365,233,830,082","5,386,342,846,572","1,262,676,863,240,860","1,263,927,338,498,200"
3/16/2015,"1,987.33",1.54,0.08,"1,985.59","1,991.79","1,982.26","316,465","319,163","4,632,238,338,257","4,646,945,862,542","1,236,602,123,447,190","1,237,802,459,194,680"
3/13/2015,"1,985.79",15.2,0.77,"1,987.17","1,991.87","1,982.96","323,397","326,707","4,331,820,967,509","4,350,272,946,969","1,235,928,899,776,480","1,237,140,385,447,500"
3/12/2015,"1,970.59",-10.24,-0.52,"1,979.22","1,988.77","1,970.59","378,323","384,041","6,370,889,933,566","6,400,259,901,581","1,226,495,840,660,850","1,227,699,040,347,250"
3/11/2015,"1,980.83",-3.94,-0.2,"1,971.04","1,984.60","1,969.13","380,599","399,532","5,797,143,953,268","5,887,013,742,983","1,232,413,544,409,780","1,233,596,861,155,210"
3/10/2015,"1,984.77",-8.05,-0.4,"2,000.66","2,003.19","1,982.22","422,933","433,405","4,730,053,384,735","4,786,369,071,275","1,234,043,397,816,700","1,235,314,120,732,130"
3/9/2015,"1,992.82",-20.12,-1,"2,004.94","2,005.81","1,990.87","292,400","296,747","4,024,500,506,028","4,048,388,004,853","1,239,062,724,228,450","1,240,328,477,834,520"
3/6/2015,"2,012.94",14.56,0.73,"2,003.97","2,013.73","2,003.18","390,213","393,347","4,789,897,316,519","4,809,474,638,374","1,251,790,001,117,710","1,253,062,505,844,320"
3/5/2015,"1,998.38",0.09,0,"1,996.81","2,002.48","1,993.92","370,735","373,683","4,035,404,530,718","4,055,523,358,433","1,242,412,781,350,170","1,243,683,404,222,740"
3/4/2015,"1,998.29",-3.09,-0.15,"2,001.76","2,003.85","1,996.50","368,550","374,540","4,688,515,223,050","4,724,947,210,425","1,242,759,358,833,500","1,244,053,792,986,520"
3/3/2015,"2,001.38",4.57,0.23,"2,002.50","2,003.05","1,995.93","441,321","444,865","5,415,004,478,713","5,438,365,066,463","1,244,358,767,071,950","1,245,663,369,063,630"
3/2/2015,"1,996.81",11.01,0.55,"1,996.72","1,999.13","1,988.33","364,016","373,366","5,733,136,758,073","5,785,659,545,623","1,240,833,672,410,110","1,242,157,728,037,100"
2/27/2015,"1,985.80",-7.28,-0.37,"1,992.76","1,993.34","1,982.50","413,058","424,548","5,613,591,209,235","5,675,034,364,880","1,233,898,866,773,420","1,235,242,828,772,070"
2/26/2015,"1,993.08",2.61,0.13,"1,993.27","1,993.43","1,983.94","369,068","385,656","5,069,012,963,497","5,153,504,228,177","1,238,851,521,446,570","1,240,227,986,585,260"
2/25/2015,"1,990.47",14.35,0.73,"1,988.47","1,992.03","1,984.53","366,578","369,498","4,998,166,960,395","5,017,453,483,805","1,237,514,966,233,370","1,238,838,904,090,340"
2/24/2015,"1,976.12",7.73,0.39,"1,975.65","1,980.38","1,972.61","307,255","309,544","4,242,267,433,904","4,262,649,267,884","1,228,133,883,834,540","1,229,471,282,774,740"
2/23/2015,"1,968.39",6.94,0.35,"1,974.44","1,976.96","1,966.77","344,108","347,581","4,120,974,246,106","4,142,517,606,506","1,223,246,777,237,260","1,224,574,990,423,670"
2/17/2015,"1,961.45",3.22,0.16,"1,955.77","1,962.97","1,952.33","302,578","304,531","3,498,957,335,978","3,510,746,797,368","1,219,171,769,644,590","1,220,463,774,867,890"
2/16/2015,"1,958.23",0.73,0.04,"1,960.03","1,963.44","1,955.39","346,152","350,944","3,666,082,189,526","3,690,780,457,026","1,217,386,893,521,090","1,218,670,142,296,260"
2/13/2015,"1,957.50",15.87,0.82,"1,949.32","1,957.50","1,946.94","339,842","351,080","4,017,924,887,202","4,073,754,350,247","1,216,997,068,145,840","1,218,291,649,203,100"
2/12/2015,"1,941.63",-4.07,-0.21,"1,947.21","1,947.47","1,932.75","330,426","334,825","4,292,024,524,364","4,319,339,734,614","1,207,006,585,208,340","1,208,275,843,551,760"
2/11/2015,"1,945.70",9.84,0.51,"1,942.34","1,948.89","1,937.95","304,935","307,454","4,211,468,113,010","4,227,731,098,690","1,209,333,647,562,030","1,210,590,444,634,250"
2/10/2015,"1,935.86",-11.14,-0.57,"1,949.30","1,954.20","1,935.86","326,752","329,203","4,124,305,818,803","4,136,831,543,303","1,204,138,465,997,970","1,205,357,396,769,450"
2/9/2015,"1,947.00",-8.52,-0.44,"1,949.50","1,952.86","1,944.79","307,037","310,182","4,310,859,866,017","4,326,855,268,532","1,210,938,077,969,280","1,212,134,056,071,630"
2/6/2015,"1,955.52",2.68,0.14,"1,955.13","1,955.52","1,945.82","307,454","309,818","5,936,949,442,766","5,949,733,325,016","1,215,868,223,835,680","1,217,108,795,928,620"
2/5/2015,"1,952.84",-9.95,-0.51,"1,961.15","1,962.15","1,945.42","391,710","395,653","4,314,296,679,211","4,334,613,060,841","1,214,098,873,581,370","1,215,349,284,250,170"
2/4/2015,"1,962.79",10.83,0.55,"1,963.37","1,970.27","1,961.57","345,613","348,032","5,015,530,150,890","5,028,816,194,545","1,220,565,237,997,820","1,221,801,023,139,960"
2/3/2015,"1,951.96",-0.72,-0.04,"1,960.11","1,960.35","1,940.74","360,840","369,978","4,611,972,678,281","4,659,075,633,441","1,213,461,858,840,840","1,214,680,336,875,970"
2/2/2015,"1,952.68",3.42,0.18,"1,947.91","1,956.10","1,944.58","361,250","364,831","4,355,576,450,870","4,375,859,596,630","1,214,363,519,010,430","1,215,563,731,284,370"
1/30/2015,"1,949.26",-1.76,-0.09,"1,964.13","1,964.13","1,948.60","437,685","441,477","5,869,087,150,239","5,889,622,668,584","1,212,279,939,293,420","1,213,492,316,281,280"
1/29/2015,"1,951.02",-10.56,-0.54,"1,950.83","1,960.12","1,946.20","386,333","391,034","5,310,011,984,224","5,334,660,272,414","1,213,263,842,826,500","1,214,462,589,846,650"
1/28/2015,"1,961.58",9.18,0.47,"1,946.71","1,963.53","1,943.59","397,473","400,930","5,313,934,575,616","5,333,256,703,971","1,218,996,125,162,800","1,220,210,451,968,230"
1/27/2015,"1,952.40",16.72,0.86,"1,941.90","1,952.41","1,940.72","460,638","466,962","4,583,364,424,710","4,619,118,032,365","1,213,311,281,144,480","1,214,526,539,655,910"
1/26/2015,"1,935.68",-0.41,-0.02,"1,928.26","1,936.40","1,924.14","327,378","330,607","3,950,752,312,378","3,969,674,031,378","1,203,300,406,578,670","1,204,518,130,966,0"
