Year Month Day,Currently Index,Contrast,Fluctuation rate (%),Market indices,High index,Low index,Volume (thousand shares) - not including foreign shares,Volume (thousand shares) - including foreign shares,Trading value (W) - Without foreign share,Trading value (W) - With foreign share,IPO market capitalization (W) - Without foreign share,IPO market capitalization (W) - With foreign share
4/15/2015,2119.96,8.24,0.39,2114.56,2122.72,2110.25,448145,451397,7.36093E+12,7.37869E+12,1.32162E+15,1.32296E+15
4/14/2015,2111.72,12.8,0.61,2101.76,2111.73,2095.97,641375,648846,8.00859E+12,8.05172E+12,1.31714E+15,1.31845E+15
4/13/2015,2098.92,11.16,0.53,2094.1,2099.97,2088.82,558525,561806,7.00021E+12,7.02031E+12,1.30934E+15,1.31068E+15
4/10/2015,2087.76,28.89,1.4,2066.32,2089.09,2065.39,655853,658383,6.39729E+12,6.41464E+12,1.30227E+15,1.30364E+15
4/9/2015,2058.87,-0.39,-0.02,2060.3,2064.46,2054.17,527423,529862,6.02509E+12,6.04559E+12,1.28414E+15,1.2855E+15
4/8/2015,2059.26,12.23,0.6,2048.75,2060.19,2046.09,548548,552684,6.48887E+12,6.51807E+12,1.28479E+15,1.28616E+15
4/7/2015,2047.03,0.6,0.03,2059.05,2059.09,2043.79,434078,436233,4.83979E+12,4.86115E+12,1.27675E+15,1.27808E+15
4/6/2015,2046.43,1.01,0.05,2049.87,2055.45,2043.26,457226,460493,4.7448E+12,4.76902E+12,1.27564E+15,1.27696E+15
4/3/2015,2045.42,16.35,0.81,2035.83,2045.94,2031.27,494617,498636,4.49978E+12,4.52755E+12,1.27421E+15,1.27557E+15
4/2/2015,2029.07,0.62,0.03,2036.9,2040.45,2028.22,650452,655864,5.95724E+12,6.00683E+12,1.26412E+15,1.26545E+15
4/1/2015,2028.45,-12.58,-0.62,2035.4,2039.04,2024.64,527716,542801,5.28049E+12,5.38625E+12,1.26383E+15,1.26513E+15
3/31/2015,2041.03,10.99,0.54,2042.31,2046.9,2032.24,545814,555933,5.32143E+12,5.36729E+12,1.27114E+15,1.27232E+15
3/30/2015,2030.04,10.24,0.51,2026.6,2033.27,2018.12,437096,439556,4.45207E+12,4.46539E+12,1.26363E+15,1.26485E+15
3/27/2015,2019.8,-2.76,-0.14,2026.75,2027.25,2016.88,446006,448964,5.09387E+12,5.11074E+12,1.25757E+15,1.25878E+15
3/26/2015,2022.56,-20.25,-0.99,2027.2,2036.7,2019.51,339600,342261,5.13953E+12,5.15496E+12,1.25879E+15,1.26004E+15
3/25/2015,2042.81,1.44,0.07,2043.16,2046.97,2038.14,421630,423409,5.09592E+12,5.10907E+12,1.27142E+15,1.27266E+15
3/24/2015,2041.37,4.78,0.23,2035.08,2041.77,2028.54,327391,328834,4.65076E+12,4.66462E+12,1.26965E+15,1.27091E+15
3/23/2015,2036.59,-0.65,-0.03,2043.22,2043.92,2032.35,312877,314897,4.67183E+12,4.68634E+12,1.26675E+15,1.26798E+15
3/20/2015,2037.24,-0.65,-0.03,2037.13,2040,2027.81,350063,351732,5.18364E+12,5.19522E+12,1.26699E+15,1.26822E+15
3/19/2015,2037.89,9.44,0.47,2047.13,2047.13,2031.07,466381,468284,5.78544E+12,5.79902E+12,1.2679E+15,1.26913E+15
3/18/2015,2028.45,-1.46,-0.07,2032.19,2036.13,2026.72,359422,362009,5.37236E+12,5.38853E+12,1.26195E+15,1.26319E+15
3/17/2015,2029.91,42.58,2.14,1998.26,2029.91,1997.27,353560,356554,5.36523E+12,5.38634E+12,1.26268E+15,1.26393E+15
3/16/2015,1987.33,1.54,0.08,1985.59,1991.79,1982.26,316465,319163,4.63224E+12,4.64695E+12,1.2366E+15,1.2378E+15
3/13/2015,1985.79,15.2,0.77,1987.17,1991.87,1982.96,323397,326707,4.33182E+12,4.35027E+12,1.23593E+15,1.23714E+15
3/12/2015,1970.59,-10.24,-0.52,1979.22,1988.77,1970.59,378323,384041,6.37089E+12,6.40026E+12,1.2265E+15,1.2277E+15
3/11/2015,1980.83,-3.94,-0.2,1971.04,1984.6,1969.13,380599,399532,5.79714E+12,5.88701E+12,1.23241E+15,1.2336E+15
3/10/2015,1984.77,-8.05,-0.4,2000.66,2003.19,1982.22,422933,433405,4.73005E+12,4.78637E+12,1.23404E+15,1.23531E+15
3/9/2015,1992.82,-20.12,-1,2004.94,2005.81,1990.87,292400,296747,4.0245E+12,4.04839E+12,1.23906E+15,1.24033E+15
3/6/2015,2012.94,14.56,0.73,2003.97,2013.73,2003.18,390213,393347,4.7899E+12,4.80947E+12,1.25179E+15,1.25306E+15
3/5/2015,1998.38,0.09,0,1996.81,2002.48,1993.92,370735,373683,4.0354E+12,4.05552E+12,1.24241E+15,1.24368E+15
3/4/2015,1998.29,-3.09,-0.15,2001.76,2003.85,1996.5,368550,374540,4.68852E+12,4.72495E+12,1.24276E+15,1.24405E+15
3/3/2015,2001.38,4.57,0.23,2002.5,2003.05,1995.93,441321,444865,5.415E+12,5.43837E+12,1.24436E+15,1.24566E+15
3/2/2015,1996.81,11.01,0.55,1996.72,1999.13,1988.33,364016,373366,5.73314E+12,5.78566E+12,1.24083E+15,1.24216E+15
2/27/2015,1985.8,-7.28,-0.37,1992.76,1993.34,1982.5,413058,424548,5.61359E+12,5.67503E+12,1.2339E+15,1.23524E+15
2/26/2015,1993.08,2.61,0.13,1993.27,1993.43,1983.94,369068,385656,5.06901E+12,5.1535E+12,1.23885E+15,1.24023E+15
2/25/2015,1990.47,14.35,0.73,1988.47,1992.03,1984.53,366578,369498,4.99817E+12,5.01745E+12,1.23751E+15,1.23884E+15
2/24/2015,1976.12,7.73,0.39,1975.65,1980.38,1972.61,307255,309544,4.24227E+12,4.26265E+12,1.22813E+15,1.22947E+15
2/23/2015,1968.39,6.94,0.35,1974.44,1976.96,1966.77,344108,347581,4.12097E+12,4.14252E+12,1.22325E+15,1.22457E+15
2/17/2015,1961.45,3.22,0.16,1955.77,1962.97,1952.33,302578,304531,3.49896E+12,3.51075E+12,1.21917E+15,1.22046E+15
2/16/2015,1958.23,0.73,0.04,1960.03,1963.44,1955.39,346152,350944,3.66608E+12,3.69078E+12,1.21739E+15,1.21867E+15
2/13/2015,1957.5,15.87,0.82,1949.32,1957.5,1946.94,339842,351080,4.01792E+12,4.07375E+12,1.217E+15,1.21829E+15
2/12/2015,1941.63,-4.07,-0.21,1947.21,1947.47,1932.75,330426,334825,4.29202E+12,4.31934E+12,1.20701E+15,1.20828E+15
2/11/2015,1945.7,9.84,0.51,1942.34,1948.89,1937.95,304935,307454,4.21147E+12,4.22773E+12,1.20933E+15,1.21059E+15
2/10/2015,1935.86,-11.14,-0.57,1949.3,1954.2,1935.86,326752,329203,4.12431E+12,4.13683E+12,1.20414E+15,1.20536E+15
2/9/2015,1947,-8.52,-0.44,1949.5,1952.86,1944.79,307037,310182,4.31086E+12,4.32686E+12,1.21094E+15,1.21213E+15
2/6/2015,1955.52,2.68,0.14,1955.13,1955.52,1945.82,307454,309818,5.93695E+12,5.94973E+12,1.21587E+15,1.21711E+15
2/5/2015,1952.84,-9.95,-0.51,1961.15,1962.15,1945.42,391710,395653,4.3143E+12,4.33461E+12,1.2141E+15,1.21535E+15
2/4/2015,1962.79,10.83,0.55,1963.37,1970.27,1961.57,345613,348032,5.01553E+12,5.02882E+12,1.22057E+15,1.2218E+15
2/3/2015,1951.96,-0.72,-0.04,1960.11,1960.35,1940.74,360840,369978,4.61197E+12,4.65908E+12,1.21346E+15,1.21468E+15
2/2/2015,1952.68,3.42,0.18,1947.91,1956.1,1944.58,361250,364831,4.35558E+12,4.37586E+12,1.21436E+15,1.21556E+15
1/30/2015,1949.26,-1.76,-0.09,1964.13,1964.13,1948.6,437685,441477,5.86909E+12,5.88962E+12,1.21228E+15,1.21349E+15
1/29/2015,1951.02,-10.56,-0.54,1950.83,1960.12,1946.2,386333,391034,5.31001E+12,5.33466E+12,1.21326E+15,1.21446E+15
1/28/2015,1961.58,9.18,0.47,1946.71,1963.53,1943.59,397473,400930,5.31393E+12,5.33326E+12,1.219E+15,1.22021E+15
1/27/2015,1952.4,16.72,0.86,1941.9,1952.41,1940.72,460638,466962,4.58336E+12,4.61912E+12,1.21331E+15,1.21453E+15
1/26/2015,1935.68,-0.41,-0.02,1928.26,1936.4,1924.14,327378,330607,3.95075E+12,3.96967E+12,1.2033E+15,"1,204,518,130,966,0"
